,label,image,description,llm_idx,llm_label
5768,airplane,datasets/CIFAR/test/airplane/0674.png, There is a plane on the grass field. There are also some trees and clouds in the background. The main object in the image is (A) airplane.,{'(A)': 126},airplane
5769,frog,datasets/CIFAR/test/frog/0734.png, A close-up image of a green frog sitting on a branch. (G),{'(G)': 55},frog
5770,truck,datasets/CIFAR/test/truck/0487.png," This is an image of a toy truck. The main object in the image is a truck, so the answer is (J).",{'(J)': 92},truck
5771,frog,datasets/CIFAR/test/frog/0896.png," (G)
The main object in the image is a blurred image of a frog.",{'(G)': 1},frog
5772,dog,datasets/CIFAR/test/dog/0559.png, This is a picture of a dog's face. The main object in the image is a dog. Answer: (F),{'(F)': 83},dog
5773,cat,datasets/CIFAR/test/cat/0473.png, There is a cat sitting on the floor. (D),{'(D)': 38},cat
5774,dog,datasets/CIFAR/test/dog/0215.png, A dog is sitting on the floor and looking up at the camera. (F),{'(F)': 61},dog
5775,airplane,datasets/CIFAR/test/airplane/0574.png," This is a black and white photo of an airplane. The main object in the image is an airplane.
(A)",{'(A)': 94},airplane
5776,dog,datasets/CIFAR/test/dog/0599.png," The image is of a dog. The dog is white and fluffy, and it is looking up at the camera with its tongue out. The dog is wearing a collar. There is a hand holding the dog's collar. The background is blurry, but it looks like there is a person holding the dog. (F)",{'(F)': 259},dog
5777,bird,datasets/CIFAR/test/bird/0571.png, This is a blurry image of a person's face. (H),{'(H)': 44},horse
5778,dog,datasets/CIFAR/test/dog/0495.png, There is a puppy sitting on the grass. The main object in the image is a dog. Answer: (F),{'(F)': 87},dog
5779,deer,datasets/CIFAR/test/deer/0383.png," The image shows a brown horse standing on a green field. There is a wooden fence in the background. The main object in the image is a horse, so the answer is (H).",{'(H)': 159},horse
5780,frog,datasets/CIFAR/test/frog/0502.png, There is a frog sitting on the ground. The main object in the image is (G).,{'(G)': 72},frog
5781,horse,datasets/CIFAR/test/horse/0716.png, A horse is running in a field. (H),{'(H)': 32},horse
5782,automobile,datasets/CIFAR/test/automobile/0083.png," The image is a photo of a blue car parked in front of a house. The car is a classic car with a long hood and a short trunk. The house is a small, one-story house with a red roof. The car is the main object in the image. (B)",{'(B)': 221},automobile
5783,airplane,datasets/CIFAR/test/airplane/0247.png, A plane is flying in the sky. The main object in the image is an airplane. So the answer is '(A)'.,{'(A)': 94},airplane
5784,ship,datasets/CIFAR/test/ship/0904.png, The image shows a large container ship on the ocean. The main object in the image is a ship. Answer: (I),{'(I)': 102},ship
5785,dog,datasets/CIFAR/test/dog/0883.png, A blurred image of a black cat sitting on a white table. (D),{'(D)': 58},cat
5786,frog,datasets/CIFAR/test/frog/0443.png, There are some fallen leaves on the ground. The main object in the image is a (D) cat.,{'(D)': 79},cat
5787,frog,datasets/CIFAR/test/frog/0660.png, There is a hand holding a bunch of small fish. (G),{'(G)': 48},frog
5788,bird,datasets/CIFAR/test/bird/0396.png, This is an image of an ostrich. The main object in the image is a bird. So the answer is '(C)'.,{'(C)': 91},bird
5789,cat,datasets/CIFAR/test/cat/0283.png, This is a picture of a cat sitting on a white surface. The cat has orange fur and green eyes. (D),{'(D)': 95},cat
5790,airplane,datasets/CIFAR/test/airplane/0602.png, There is a plane in the sky. The main object in the image is (A) airplane.,{'(A)': 62},airplane
5791,ship,datasets/CIFAR/test/ship/0004.png, A photo of a toy model of the Titanic. (I),{'(I)': 40},ship
5792,automobile,datasets/CIFAR/test/automobile/0453.png," This is a blurry image of a classic car parked on a road. The main object in the image is a car, which is an automobile. So the answer is (B).",{'(B)': 139},automobile
5793,frog,datasets/CIFAR/test/frog/0619.png," The image is a close-up of a frog sitting on a leaf. The frog is green and black, and the leaf is green and brown. The frog is looking at the camera. (G)",{'(G)': 151},frog
5794,deer,datasets/CIFAR/test/deer/0943.png," This is an image of a deer. The main object in the image is a deer.
(E)",{'(E)': 69},deer
5795,bird,datasets/CIFAR/test/bird/0106.png," A small brown bird is perched on a branch. The background is green. The main object in the image is a bird.
(C)",{'(C)': 109},bird
5796,airplane,datasets/CIFAR/test/airplane/0124.png," The image shows a blurry black and white photo of two airplanes. The main objects in the image are airplanes, so the answer is '(A)'.",{'(A)': 129},airplane
5797,bird,datasets/CIFAR/test/bird/0512.png, (D) It is a rooster.,{'(D)': 1},cat
5798,ship,datasets/CIFAR/test/ship/0582.png, The image is of a boat in the water. (I),{'(I)': 38},ship
5799,bird,datasets/CIFAR/test/bird/0598.png," The image is blurry, but it looks like a (D) cat.",{'(D)': 42},cat
5800,frog,datasets/CIFAR/test/frog/0914.png," The image is very blurry. It is hard to tell what is in the image. There is no airplane, automobile, bird, cat, deer, dog, frog, horse, ship, or truck in the image. (G)",{'(G)': 166},frog
5801,airplane,datasets/CIFAR/test/airplane/0680.png, (A),{'(A)': 1},airplane
5802,horse,datasets/CIFAR/test/horse/0589.png, There is a white airplane on the grass field. The main object in the image is (A) airplane.,{'(A)': 79},airplane
5803,bird,datasets/CIFAR/test/bird/0850.png, (C) A bird is standing on a branch.,{'(C)': 1},bird
5804,automobile,datasets/CIFAR/test/automobile/0688.png, This is a photo of an automobile. (B),{'(B)': 35},automobile
5805,frog,datasets/CIFAR/test/frog/0565.png, This is a photo of a frog sitting on a rock. (G),{'(G)': 46},frog
5806,cat,datasets/CIFAR/test/cat/0729.png," There is a cat lying on a blue table. The main object in the image is a cat, so the answer is (D).",{'(D)': 95},cat
5807,frog,datasets/CIFAR/test/frog/0533.png, This is a grayscale image of a horse. (H),{'(H)': 39},horse
5808,automobile,datasets/CIFAR/test/automobile/0790.png, A scene of traffic. The main object is a car. (B),{'(B)': 47},automobile
5809,dog,datasets/CIFAR/test/dog/0705.png, There is a brown dog with a black nose and black eyes. The background is green. The main object in the image is (F) dog.,{'(F)': 113},dog
5810,airplane,datasets/CIFAR/test/airplane/0444.png, This is a photo of an F-15 Eagle fighter jet taking off from an airport runway. The main object in the image is an airplane. (A),{'(A)': 126},airplane
5811,deer,datasets/CIFAR/test/deer/0847.png, This is a photo of a blurred animal. It is a (D) cat.,{'(D)': 46},cat
5812,frog,datasets/CIFAR/test/frog/0530.png, A frog is sitting on a white surface. The background is light blue. (G),{'(G)': 69},frog
5813,cat,datasets/CIFAR/test/cat/0640.png, This is a photo of a white dog. The dog is looking at the camera. There is a hand holding the dog's paw. (F),{'(F)': 106},dog
5814,dog,datasets/CIFAR/test/dog/0024.png," This is a photo of a dog lying on the ground with a red ball next to its paw. The main object in the image is a dog, so the answer is (F).",{'(F)': 135},dog
5815,airplane,datasets/CIFAR/test/airplane/0179.png, (A),{'(A)': 1},airplane
5816,cat,datasets/CIFAR/test/cat/0085.png, This is a blurred image of a gray cat lying on the ground. (D),{'(D)': 60},cat
5817,frog,datasets/CIFAR/test/frog/0736.png," The image shows a blurred picture of a frog sitting on a brown surface. The main object in the image is a frog, which is labeled as (G).",{'(G)': 133},frog
5818,truck,datasets/CIFAR/test/truck/0843.png," This is a blurred image of a blue car. There is nothing else in the image except the car and the ground. The main object in the image is a car, so the answer is '(B)'.",{'(B)': 163},automobile
5819,bird,datasets/CIFAR/test/bird/0864.png, (H) It is an ostrich.,{'(H)': 1},horse
5820,deer,datasets/CIFAR/test/deer/0246.png, The image is blurry. It is hard to tell what is in the image. It looks like an animal. But it is not clear what kind of animal it is. (H),{'(H)': 135},horse
5821,airplane,datasets/CIFAR/test/airplane/0969.png, There is a gray airplane. (A),{'(A)': 27},airplane
5822,truck,datasets/CIFAR/test/truck/0944.png, There are two trucks in the image. The main object in the image is a truck. Answer: (J),{'(J)': 85},truck
5823,airplane,datasets/CIFAR/test/airplane/0209.png, There is a wooden table with an airplane model on it. The main object in the image is (A) airplane.,{'(A)': 87},airplane
5824,deer,datasets/CIFAR/test/deer/0112.png, The image is a painting of two horses. The main objects in the image are two horses. So the answer is (H).,{'(H)': 103},horse
5825,ship,datasets/CIFAR/test/ship/0946.png, There are several boats on the water. (I),{'(I)': 39},ship
5826,automobile,datasets/CIFAR/test/automobile/0891.png, There is a blurred image of a white car. (B),{'(B)': 42},automobile
5827,deer,datasets/CIFAR/test/deer/0797.png, This is a black and white image of a horse. (H),{'(H)': 45},horse
5828,truck,datasets/CIFAR/test/truck/0029.png, A truck is in the foreground. (J),{'(J)': 31},truck
5829,dog,datasets/CIFAR/test/dog/0811.png, This is a picture of a white cat sleeping on a blue and red blanket. (D),{'(D)': 70},cat
5830,bird,datasets/CIFAR/test/bird/0572.png, There is a wooden fence and green grass field behind the fence. There is a dog facing the camera. (F),{'(F)': 99},dog
5831,airplane,datasets/CIFAR/test/airplane/0795.png, (A),{'(A)': 1},airplane
5832,cat,datasets/CIFAR/test/cat/0652.png," The image is blurred, but it looks like a cat sitting on a bed.
(D)",{'(D)': 65},cat
5833,airplane,datasets/CIFAR/test/airplane/0819.png, (A),{'(A)': 1},airplane
5834,frog,datasets/CIFAR/test/frog/0597.png, This is a photo of a frog sitting on a branch. The main object in the image is a frog. Answer: (G),{'(G)': 96},frog
5835,cat,datasets/CIFAR/test/cat/0804.png," There is a picture of a cat on a table. The cat is looking at the camera. There are some books and other objects on the table. The main object in the image is a cat, so the answer is (D).",{'(D)': 184},cat
5836,ship,datasets/CIFAR/test/ship/1000.png, There is a white boat on the water. (I),{'(I)': 37},ship
5837,horse,datasets/CIFAR/test/horse/0947.png, A horse is standing on the grass field. (H),{'(H)': 41},horse
5838,deer,datasets/CIFAR/test/deer/0607.png," The image is a close-up of a deer's face. The deer is looking at the camera with its ears perked up. The background is white. The main object in the image is a deer.
(E)",{'(E)': 167},deer
5839,dog,datasets/CIFAR/test/dog/0253.png, The image shows a close-up of a dog's face. The dog is white with black eyes and a black nose. It is looking at the camera with its mouth open and its tongue hanging out. The background is blurred. (F),{'(F)': 199},dog
5840,cat,datasets/CIFAR/test/cat/0997.png," This is a picture of a cat sitting on a blue table. The main object in the image is a cat, so the answer is (D).",{'(D)': 109},cat
5841,bird,datasets/CIFAR/test/bird/0210.png, A small brown bird is perched on a green branch. (C),{'(C)': 50},bird
5842,horse,datasets/CIFAR/test/horse/0050.png, A person is riding on a horse. (H),{'(H)': 32},horse
5843,deer,datasets/CIFAR/test/deer/0957.png," The image is blurry. It is hard to tell what is in the image. There is no airplane, automobile, bird, cat, deer, dog, frog, horse, ship, or truck in the image.",{},airplane
5844,dog,datasets/CIFAR/test/dog/0263.png, (F) It is a dog.,{'(F)': 1},dog
5845,automobile,datasets/CIFAR/test/automobile/0661.png," A car is parked on a paved road. There is a gray wall in the background. The main object in the image is a car, which is labeled (B).",{'(B)': 130},automobile
5846,cat,datasets/CIFAR/test/cat/0546.png, This is a picture of a cat lying on the grass. (D),{'(D)': 48},cat
5847,airplane,datasets/CIFAR/test/airplane/0019.png," The image shows an airplane flying in the sky. The main object in the image is an airplane, which is labeled as (A).",{'(A)': 113},airplane
5848,deer,datasets/CIFAR/test/deer/0191.png, There is a deer standing on the grass field. The main object in the image is (E) deer.,{'(E)': 78},deer
5849,ship,datasets/CIFAR/test/ship/0964.png, A ship is docked at a pier. There is a lighthouse on the pier. (I),{'(I)': 64},ship
5850,deer,datasets/CIFAR/test/deer/0861.png, There is a horse in the middle of a green field. (H),{'(H)': 50},horse
5851,truck,datasets/CIFAR/test/truck/0643.png, This is a photo of the front of a white and blue truck. The truck has an orange bumper. The truck is the main object in the image. Answer: (J),{'(J)': 140},truck
5852,frog,datasets/CIFAR/test/frog/0906.png, A scene of a frog sitting on a sandy ground. The main object in the image is a frog. (G),{'(G)': 86},frog
