,label,image,description
6566,buildings,seg_train/seg_train/buildings/578.jpg,
6567,buildings,seg_train/seg_train/buildings/4551.jpg,
6568,buildings,seg_train/seg_train/buildings/4327.jpg,
6569,buildings,seg_train/seg_train/buildings/15261.jpg,
6570,buildings,seg_train/seg_train/buildings/17516.jpg,
6571,buildings,seg_train/seg_train/buildings/19466.jpg,
6572,buildings,seg_train/seg_train/buildings/8824.jpg,
6573,buildings,seg_train/seg_train/buildings/13124.jpg,
6574,buildings,seg_train/seg_train/buildings/13010.jpg,
6575,buildings,seg_train/seg_train/buildings/488.jpg,
6576,buildings,seg_train/seg_train/buildings/66.jpg,
6577,buildings,seg_train/seg_train/buildings/14808.jpg,
6578,buildings,seg_train/seg_train/buildings/18289.jpg,
6579,buildings,seg_train/seg_train/buildings/5152.jpg,
6580,buildings,seg_train/seg_train/buildings/18814.jpg,
6581,buildings,seg_train/seg_train/buildings/14756.jpg,
6582,buildings,seg_train/seg_train/buildings/7229.jpg,
6583,buildings,seg_train/seg_train/buildings/13478.jpg,
6584,buildings,seg_train/seg_train/buildings/17891.jpg,
6585,buildings,seg_train/seg_train/buildings/19623.jpg,
6586,buildings,seg_train/seg_train/buildings/8630.jpg,
6587,buildings,seg_train/seg_train/buildings/14543.jpg,
6588,buildings,seg_train/seg_train/buildings/15955.jpg,
6589,buildings,seg_train/seg_train/buildings/2185.jpg,
6590,buildings,seg_train/seg_train/buildings/11338.jpg,
6591,buildings,seg_train/seg_train/buildings/16078.jpg,
6592,buildings,seg_train/seg_train/buildings/10328.jpg,
6593,buildings,seg_train/seg_train/buildings/6386.jpg,
6594,buildings,seg_train/seg_train/buildings/18655.jpg,
6595,buildings,seg_train/seg_train/buildings/2426.jpg,
6596,buildings,seg_train/seg_train/buildings/16939.jpg,
6597,buildings,seg_train/seg_train/buildings/6014.jpg,
6598,buildings,seg_train/seg_train/buildings/9173.jpg,
6599,buildings,seg_train/seg_train/buildings/11477.jpg,
6600,buildings,seg_train/seg_train/buildings/2356.jpg,
6601,buildings,seg_train/seg_train/buildings/1248.jpg,
6602,buildings,seg_train/seg_train/buildings/18725.jpg,
6603,buildings,seg_train/seg_train/buildings/14094.jpg,
6604,buildings,seg_train/seg_train/buildings/4269.jpg,
6605,buildings,seg_train/seg_train/buildings/18538.jpg,
6606,buildings,seg_train/seg_train/buildings/15523.jpg,
6607,buildings,seg_train/seg_train/buildings/13674.jpg,
6608,buildings,seg_train/seg_train/buildings/9966.jpg,
6609,buildings,seg_train/seg_train/buildings/7959.jpg,
6610,buildings,seg_train/seg_train/buildings/17345.jpg,
6611,buildings,seg_train/seg_train/buildings/16423.jpg,
6612,buildings,seg_train/seg_train/buildings/16774.jpg,
6613,buildings,seg_train/seg_train/buildings/12561.jpg,
6614,buildings,seg_train/seg_train/buildings/7542.jpg,
6615,buildings,seg_train/seg_train/buildings/6238.jpg,
6616,buildings,seg_train/seg_train/buildings/17932.jpg,
6617,buildings,seg_train/seg_train/buildings/1739.jpg,
6618,buildings,seg_train/seg_train/buildings/6190.jpg,
6619,buildings,seg_train/seg_train/buildings/1943.jpg,
6620,buildings,seg_train/seg_train/buildings/12729.jpg," (A)
The main object in the image is a bridge over a river in a city. The bridge is in the foreground of the image, and the city is in the background. The river is spanned by a bridge, and the city is made up of tall buildings. The sky is blue, and the sun is shining. The image is taken from a low angle, which makes the buildings look even taller."
6621,buildings,seg_train/seg_train/buildings/11226.jpg,
6622,buildings,seg_train/seg_train/buildings/6313.jpg,
6623,buildings,seg_train/seg_train/buildings/12996.jpg,
6624,buildings,seg_train/seg_train/buildings/6970.jpg,
6625,buildings,seg_train/seg_train/buildings/19816.jpg,
6626,buildings,seg_train/seg_train/buildings/16538.jpg,
6627,buildings,seg_train/seg_train/buildings/11924.jpg,
6628,buildings,seg_train/seg_train/buildings/13823.jpg,
6629,buildings,seg_train/seg_train/buildings/19260.jpg, The image shows the exterior of an old apartment building. The building is made of brick and has a lot of windows. There are two fire escapes on the front of the building. The main object in the image is a building. Answer: (A)
6630,buildings,seg_train/seg_train/buildings/4244.jpg,
6631,buildings,seg_train/seg_train/buildings/11658.jpg,
6632,buildings,seg_train/seg_train/buildings/10113.jpg,
6633,buildings,seg_train/seg_train/buildings/3813.jpg,
6634,buildings,seg_train/seg_train/buildings/16952.jpg,
6635,buildings,seg_train/seg_train/buildings/5761.jpg,
6636,buildings,seg_train/seg_train/buildings/9355.jpg,
6637,buildings,seg_train/seg_train/buildings/1332.jpg,
6638,buildings,seg_train/seg_train/buildings/18291.jpg,
6639,buildings,seg_train/seg_train/buildings/19386.jpg,
6640,buildings,seg_train/seg_train/buildings/13287.jpg, The image shows a historic post office building made of sandstone with a clock tower. (A)
6641,buildings,seg_train/seg_train/buildings/9673.jpg,
6642,buildings,seg_train/seg_train/buildings/7076.jpg, The image shows a tall building with a lot of windows. The building is made of glass and steel. There is a street light next to the building. The sky is blue and there are some clouds in the sky. The main object in the image is a building. Answer: (A)
6643,buildings,seg_train/seg_train/buildings/18769.jpg,
6644,buildings,seg_train/seg_train/buildings/13234.jpg,
6645,buildings,seg_train/seg_train/buildings/18140.jpg,
6646,buildings,seg_train/seg_train/buildings/6641.jpg,
6647,buildings,seg_train/seg_train/buildings/12887.jpg,
6648,buildings,seg_train/seg_train/buildings/15729.jpg,
6649,buildings,seg_train/seg_train/buildings/3397.jpg,
6650,buildings,seg_train/seg_train/buildings/154.jpg, The image shows a cityscape. There are many tall buildings in the image. The main object in the image is '(A) buildings'.
6651,buildings,seg_train/seg_train/buildings/13982.jpg,
6652,buildings,seg_train/seg_train/buildings/12617.jpg, The image shows a historical building with a large lawn in front of it. The building is made of brick and has a large door in the center. There are trees on either side of the lawn. (A)
6653,buildings,seg_train/seg_train/buildings/8797.jpg,
6654,buildings,seg_train/seg_train/buildings/12999.jpg," The image shows a tall residential building with many windows. The exterior of the building is covered in green and blue tiles. There are a few air conditioning units on the facade. The sky is blue and there are some clouds in the sky. The main object in the image is a building.
(A)"
6655,buildings,seg_train/seg_train/buildings/5696.jpg," The image shows a long, low building with many windows. There is a sidewalk and a lawn in front of the building. There are no trees or other buildings in the immediate vicinity. The main object in the image is a building. Answer: (A)"
6656,buildings,seg_train/seg_train/buildings/18375.jpg,
6657,buildings,seg_train/seg_train/buildings/2587.jpg,
6658,buildings,seg_train/seg_train/buildings/5852.jpg,
6659,buildings,seg_train/seg_train/buildings/11620.jpg, The image shows a row of half-timbered houses along a river. The houses are built with wooden frames and have steep roofs. The river is spanned by a bridge. The main object in the image is (A) buildings.
6660,buildings,seg_train/seg_train/buildings/1009.jpg,
6661,buildings,seg_train/seg_train/buildings/19003.jpg, The image shows a city. There are many buildings in the image. The main object in the image is (A) buildings.
6662,buildings,seg_train/seg_train/buildings/3991.jpg,
6663,buildings,seg_train/seg_train/buildings/15324.jpg,
6664,buildings,seg_train/seg_train/buildings/9684.jpg," The image shows a scene of a city. There are a number of buildings in the image, as well as a river in the foreground. The main object in the image is a building, category (A)."
6665,buildings,seg_train/seg_train/buildings/15864.jpg," The image shows a colorful and unique building with many windows and a street in front of it. The main object in the image is a building.
(A)"
6666,buildings,seg_train/seg_train/buildings/10831.jpg,
6667,buildings,seg_train/seg_train/buildings/9345.jpg, The image shows a (F) street with a large (A) building in the background.
6668,buildings,seg_train/seg_train/buildings/12435.jpg,
6669,buildings,seg_train/seg_train/buildings/8054.jpg," The image shows a scene of a busy street in a city. There are a number of tall buildings on either side of the street, and a bus is driving down the street. The main object in the image is a (A) building."
6670,buildings,seg_train/seg_train/buildings/4806.jpg, The image shows a Chinese pavilion. The main object in the image is a building. So the answer is '(A)'.
6671,buildings,seg_train/seg_train/buildings/7114.jpg," The image shows a scene of a city. There are two tall buildings in the foreground, and a few more buildings in the background. The buildings are made of glass and steel, and they reflect the sunlight. The sky is blue, and there are some clouds in the distance. The main object in the image is (A) buildings."
6672,buildings,seg_train/seg_train/buildings/8318.jpg," The image shows a busy street in a city, with large buildings lined up on either side of the street. There are people walking on the street and cars parked along the side. The main objects in the image are the buildings. (A)"
6673,buildings,seg_train/seg_train/buildings/8682.jpg,
6674,buildings,seg_train/seg_train/buildings/6587.jpg," The image shows a long, modern building with many windows. It is made of concrete and has a flat roof. There is a large, open space in front of the building with a low wall around it. There are no people in the image. The main object in the image is a building. The answer is (A)."
6675,buildings,seg_train/seg_train/buildings/7562.jpg,
6676,buildings,seg_train/seg_train/buildings/991.jpg,
6677,buildings,seg_train/seg_train/buildings/16793.jpg," There is a street with cars on it and buildings on both sides of the street. (F), (A)"
6678,buildings,seg_train/seg_train/buildings/2602.jpg, The image shows a railway station. There are two platforms and several tracks. There is a footbridge over the tracks. The station is made of brick and has a tiled roof. There are a few trees and some bushes on the platforms. There is a blue sky with some white clouds in the background. (F)
6679,buildings,seg_train/seg_train/buildings/15787.jpg," The image shows a modern glass and steel building with a wavy facade. The building is located in a city, and there are other buildings in the background. The main object in the image is a building. (A)"
6680,buildings,seg_train/seg_train/buildings/14004.jpg, The image shows the exterior of a classical style building with many columns and windows. The exterior of the building is made of stone. One of the windows on the building is lit up orange. (A)
6681,buildings,seg_train/seg_train/buildings/19513.jpg, The image shows a large stone building with a courtyard. There are some cars parked in the courtyard. The building is made of gray stone and has a large gate in the center. There are some trees and bushes in the courtyard. The sky is cloudy. (A)
6682,buildings,seg_train/seg_train/buildings/6537.jpg," The image shows a scene of a street with a row of buildings. The buildings are made of stone and brick, and they are of different heights. The street is lined with trees, and there are cars parked on the street. The sky is blue, and there are some clouds in the sky. The main object in the image is (A) buildings."
6683,buildings,seg_train/seg_train/buildings/6586.jpg,
6684,buildings,seg_train/seg_train/buildings/13409.jpg, The image shows a Georgian house which is the main object in the image. The house is made of red bricks and has three storeys. There is a rainbow sculpture in front of the house. The sky is blue and there are some clouds in the sky. The image was taken from a slightly elevated position. (A)
6685,buildings,seg_train/seg_train/buildings/17594.jpg," The image shows the exterior of an old building with many windows. The exterior of the building is made of stone or concrete. The windows are covered with metal grates. There is a fire escape on the side of the building. The main object in the image is a building, so the answer is '(A)'."
6686,buildings,seg_train/seg_train/buildings/16272.jpg, The image shows a group of modern buildings with different colors. The buildings are made of glass and steel. The main object in the image is (A) buildings.
6687,buildings,seg_train/seg_train/buildings/13946.jpg,
6688,buildings,seg_train/seg_train/buildings/13599.jpg, This is an image of a European-style street with two (A) buildings.
6689,buildings,seg_train/seg_train/buildings/11499.jpg, (A) The main object in the image is a church. The church is made of red bricks and has a tall steeple. There are some trees in front of the church. The sky is blue and there are some clouds in the sky.
6690,buildings,seg_train/seg_train/buildings/17187.jpg,
6691,buildings,seg_train/seg_train/buildings/4906.jpg," The image shows a scene of a street with a row of old commercial buildings. The buildings are mostly two or three stories tall, with brick or stone facades. There are a few trees in front of the buildings, and the street is paved with asphalt. The sky is blue and there are some clouds in the distance. The main object in the image is (F) street."
6692,buildings,seg_train/seg_train/buildings/19126.jpg, The image shows the upper part of a white concrete building with two mirrored windows. (A)
6693,buildings,seg_train/seg_train/buildings/13790.jpg, The image shows a bridge in a city. There are buildings on both sides of the river. The main object in the image is the bridge. (A)
6694,buildings,seg_train/seg_train/buildings/19344.jpg," The image shows a building with a sign that says 'JOSEPHREED.COM'.
(A)"
6695,buildings,seg_train/seg_train/buildings/20027.jpg," The image shows a white concrete building with arched windows and a blue awning. There is a blue sky with thin, wispy clouds behind the building. A large tree is growing in front of the building. There is a street in front of the building with a blue truck with a yellow sign on it. There is a traffic light on the street. (A)"
